"During night club the guy Sumit has given a wonderful hospitality on our table.. as the the club was was full packed , Bollywood music rocks the Ark Bar...","Awsome ambience, lovely music enjoyed a lot on Saturday night with bollywood music nad wonderful service by sumit cheers Ark","ARK Bar... its one of the good resto bars in suburbs, Ambiance its up to mark, service was good not best,food varieties its just up to mark, must visit this place with family.",Good bar and good food. Variety of beers and a good varied menu. Service very good. Would recommend for very quiet drink 8/10,"Nice ambience with wonderfull bar lounge to have drink and food , the staff very energetic and service are also fast.. the bartender Sumit & Chirag r awesome... ","This hotel is humongous and has so much to offer this is one lovely place to drop by, but still quite modish and urban interior, casual ambience after work hour one should try. Happy hour are excellent. ","I have been here after long days,believe me this is the best place I have ever been, people like Deepak and sanket will make u feel like home lovely place with lovely music and delicious food. ",Last month i have visited in this bar with my colleagues and that was a awesome experience about this bar staff is also very friendly specially they suggest what to have !,Had a great experience enjoying at the ARK bar.We had a awesome time we had some great drinksn the night club is also wonderful.Delicious food made by chef.Great work.,The staff at ark are amazing especially while suggesting a drink and food.. The place was awsome nd embience was good .... Specually thanks to sumit and ryan for takeing care of my tabke and my friends,"During night club the guy Sumit has given a wonderful hospitality on our table.. as the the club was was full packed , Bollywood music rocks the Ark Bar...","Awsome ambience, lovely music enjoyed a lot on Saturday night with bollywood music nad wonderful service by sumit cheers Ark","ARK Bar... its one of the good resto bars in suburbs, Ambiance its up to mark, service was good not best,food varieties its just up to mark, must visit this place with family.",Good bar and good food. Variety of beers and a good varied menu. Service very good. Would recommend for very quiet drink 8/10,"Nice ambience with wonderfull bar lounge to have drink and food , the staff very energetic and service are also fast.. the bartender Sumit & Chirag r awesome... ","This hotel is humongous and has so much to offer this is one lovely place to drop by, but still quite modish and urban interior, casual ambience after work hour one should try. Happy hour are excellent. ","I have been here after long days,believe me this is the best place I have ever been, people like Deepak and sanket will make u feel like home lovely place with lovely music and delicious food. ",Last month i have visited in this bar with my colleagues and that was a awesome experience about this bar staff is also very friendly specially they suggest what to have !,Had a great experience enjoying at the ARK bar.We had a awesome time we had some great drinksn the night club is also wonderful.Delicious food made by chef.Great work.,The staff at ark are amazing especially while suggesting a drink and food.. The place was awsome nd embience was good .... Specually thanks to sumit and ryan for takeing care of my tabke and my friends
0.5812982142857144
0.6904968253968254
